symbol	family	source_file	line	firestaff_mapping	status
DM2_dballoc_3e74_58a3	SKULLWIN	SKULLWIN/c_dballoc.cpp	1153		MISSING
DM2_ALLOCATE_GFX16	SKULLWIN	SKULLWIN/c_dballoc.cpp	1160		MISSING
DM2_dballoc_3e74_5992	SKULLWIN	SKULLWIN/c_dballoc.cpp	1173		MISSING
DM2_ALLOC_NEW_CREATURE	SKULLWIN	SKULLWIN/c_dballoc.cpp	1187		MISSING
_DEBUG_SHOW_BIGPOOL	SKULLWIN	SKULLWIN/c_dballoc.cpp	1248		MISSING
DM2_2066_33c4	SKULLWIN	SKULLWIN/c_dialog.cpp	29		MISSING
DM2_dialog_2066_3820	SKULLWIN	SKULLWIN/c_dialog.cpp	44	include/dm2_v1_dialogue_gdat.h:17	UNCERTAIN
DM2_dialog_2066_33e7	SKULLWIN	SKULLWIN/c_dialog.cpp	86	include/dm2_v1_dialogue_gdat.h:100	UNCERTAIN
DM2_dialog_2066_38d9	SKULLWIN	SKULLWIN/c_dialog.cpp	307		MISSING
DM2_dialog_OPEN_DIALOG_PANEL	SKULLWIN	SKULLWIN/c_dialog.cpp	352	include/dm2_v1_dialogue_gdat.h:29	UNCERTAIN
DM2_dialog_2066_37f2	SKULLWIN	SKULLWIN/c_dialog.cpp	433		MISSING
DM2_dialog_2066_398a	SKULLWIN	SKULLWIN/c_dialog.cpp	454		MISSING
DM2_ENGAGE_COMMAND	SKULLWIN	SKULLWIN/c_engage.cpp	24		MISSING
init	SKULLWIN	SKULLWIN/c_eventqueue.cpp	10	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
set	SKULLWIN	SKULLWIN/c_eventqueue.cpp	33	src/dm2/dm2_v2_touch_runtime.c:71	UNCERTAIN
PROCESS_SINGLEEVENT	SKULLWIN	SKULLWIN/c_eventqueue.cpp	44		MISSING
QUEUE_EVENT	SKULLWIN	SKULLWIN/c_eventqueue.cpp	55		MISSING
DM2_3929_0b01	SKULLWIN	SKULLWIN/c_eventqueue.cpp	94		MISSING
DM2_3929_0b20	SKULLWIN	SKULLWIN/c_eventqueue.cpp	105		MISSING
DM2_3e74_5b7c	SKULLWIN	SKULLWIN/c_eventqueue.cpp	117		MISSING
QUEUE_0x20	SKULLWIN	SKULLWIN/c_eventqueue.cpp	161		MISSING
event_1031_098e	SKULLWIN	SKULLWIN/c_eventqueue.cpp	177		MISSING
DM2_CLICK_ITEM_SLOT	SKULLWIN	SKULLWIN/c_events.cpp	45		MISSING
DM2_events_5BFB	SKULLWIN	SKULLWIN/c_events.cpp	170		MISSING
DM2_events_AB26	SKULLWIN	SKULLWIN/c_events.cpp	201		MISSING
DM2_events_38c8_0002	SKULLWIN	SKULLWIN/c_events.cpp	327		MISSING
DM2_events_38c8_0060	SKULLWIN	SKULLWIN/c_events.cpp	355		MISSING
DM2_CLICK_MAGICAL_MAP_RUNE	SKULLWIN	SKULLWIN/c_events.cpp	395		MISSING
DM2_events_13262	SKULLWIN	SKULLWIN/c_events.cpp	427		MISSING
DM2_PUSH_PULL_RIGID_BODY	SKULLWIN	SKULLWIN/c_events.cpp	467		MISSING
DM2_PLAYER_TESTING_WALL	SKULLWIN	SKULLWIN/c_events.cpp	625		MISSING
DM2_events_32cb_0287	SKULLWIN	SKULLWIN/c_events.cpp	670		MISSING
DM2_events_32cb_03a6	SKULLWIN	SKULLWIN/c_events.cpp	736		MISSING
DM2_events_121e_013a	SKULLWIN	SKULLWIN/c_events.cpp	974		MISSING
DM2_eventa_121e_0222	SKULLWIN	SKULLWIN/c_events.cpp	1051		MISSING
DM2_events_121e_03ae	SKULLWIN	SKULLWIN/c_events.cpp	1171		MISSING
DM2_events_121e_0003	SKULLWIN	SKULLWIN/c_events.cpp	1222		MISSING
DM2_events_37BBB	SKULLWIN	SKULLWIN/c_events.cpp	1290		MISSING
DM2_events_121e_0351	SKULLWIN	SKULLWIN/c_events.cpp	1298		MISSING
DM2_guivp_32cb_01b6	SKULLWIN	SKULLWIN/c_events.cpp	1345		MISSING
DM2_CLICK_VWPT	SKULLWIN	SKULLWIN/c_events.cpp	1404		MISSING
DM2_CLICK_INVENTORY_EYE	SKULLWIN	SKULLWIN/c_events.cpp	1846		MISSING
DM2_ADD_RUNE_TO_TAIL	SKULLWIN	SKULLWIN/c_events.cpp	1871		MISSING
DM2_REMOVE_RUNE_FROM_TAIL	SKULLWIN	SKULLWIN/c_events.cpp	1931		MISSING
DM2_CLICK_MONEYBOX	SKULLWIN	SKULLWIN/c_events.cpp	1941		MISSING
DM2_events_2f3f_04ea	SKULLWIN	SKULLWIN/c_events.cpp	1996		MISSING
DM2_events_2e62_0cfa	SKULLWIN	SKULLWIN/c_events.cpp	2153		MISSING
DM2_FIND_SPELL_BY_RUNES	SKULLWIN	SKULLWIN/c_events.cpp	2211		MISSING
DM2_CAST_SPELL_PLAYER	SKULLWIN	SKULLWIN/c_events.cpp	2268		MISSING
DM2_PROCEED_SPELL_FAILURE	SKULLWIN	SKULLWIN/c_events.cpp	2687		MISSING
DM2_TRY_CAST_SPELL	SKULLWIN	SKULLWIN/c_events.cpp	2738		MISSING
DM2_ACTIVATE_ACTION_HAND	SKULLWIN	SKULLWIN/c_events.cpp	2784		MISSING
DM2_PROCEED_COMMAND_SLOT	SKULLWIN	SKULLWIN/c_events.cpp	2818		MISSING
DM2_events_30DEA	SKULLWIN	SKULLWIN/c_events.cpp	2903		MISSING
DM2_events_3C1E5	SKULLWIN	SKULLWIN/c_events.cpp	2949		MISSING
DM2_443c_0004	SKULLWIN	SKULLWIN/c_events.cpp	3942		MISSING
DM2_events_443c_0434	SKULLWIN	SKULLWIN/c_events.cpp	3958		MISSING
DM2_QUERY_NEXT_GDAT_ENTRY	SKULLWIN	SKULLWIN/c_gdatfile.cpp	31		MISSING
DM2_dballoc_3e74_24b8	SKULLWIN	SKULLWIN/c_gdatfile.cpp	273		MISSING
DM2_dballoc_3e74_2162	SKULLWIN	SKULLWIN/c_gdatfile.cpp	336		MISSING
init	SKULLWIN	SKULLWIN/c_gdatfile.cpp	349	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
DM2_GRAPHICS_DATA_OPEN	SKULLWIN	SKULLWIN/c_gdatfile.cpp	368		MISSING
DM2_GRAPHICS_DATA_CLOSE	SKULLWIN	SKULLWIN/c_gdatfile.cpp	384		MISSING
DM2_GRAPHICS_DATA_READ	SKULLWIN	SKULLWIN/c_gdatfile.cpp	399		MISSING
DM2_QUERY_GDAT_RAW_DATA_FILE_POS	SKULLWIN	SKULLWIN/c_gdatfile.cpp	454	include/dm2_v1_asset_loader.h:257	VERIFIED_SOURCE_MAPPING
DM2_LOAD_GDAT_RAW_DATA	SKULLWIN	SKULLWIN/c_gdatfile.cpp	470	include/dm2_v1_asset_loader.h:265	VERIFIED_SOURCE_MAPPING
DM2_QUERY_GDAT_ENTRY_VALUE	SKULLWIN	SKULLWIN/c_gdatfile.cpp	515		MISSING
DM2_ALLOC_PICT_BUFF	SKULLWIN	SKULLWIN/c_gdatfile.cpp	529		MISSING
DM2_FREE_PICT_BUFF	SKULLWIN	SKULLWIN/c_gdatfile.cpp	548		MISSING
DM2_ALLOC_NEW_BMP	SKULLWIN	SKULLWIN/c_gdatfile.cpp	560		MISSING
R_2BAD4	SKULLWIN	SKULLWIN/c_gdatfile.cpp	575		MISSING
R_2D8AD	SKULLWIN	SKULLWIN/c_gdatfile.cpp	580		MISSING
R_2D8BA	SKULLWIN	SKULLWIN/c_gdatfile.cpp	587		MISSING
R_2D802	SKULLWIN	SKULLWIN/c_gdatfile.cpp	594		MISSING
DM2_FREE_PICT_ENTRY	SKULLWIN	SKULLWIN/c_gdatfile.cpp	618		MISSING
DM2_LOAD_GDAT_ENTRY_DATA_TO	SKULLWIN	SKULLWIN/c_gdatfile.cpp	818		MISSING
DM2_LOAD_GDAT_ENTRIES	SKULLWIN	SKULLWIN/c_gdatfile.cpp	823		MISSING
DM2_47eb_00a4	SKULLWIN	SKULLWIN/c_gdatfile.cpp	850		MISSING
s_bbbbw	SKULLWIN	SKULLWIN/c_gdatfile.cpp	857		MISSING
DM2_LOAD_ENT1	SKULLWIN	SKULLWIN/c_gdatfile.cpp	884		MISSING
DM2_482b_0684	SKULLWIN	SKULLWIN/c_gdatfile.cpp	932		MISSING
R_2D07D	SKULLWIN	SKULLWIN/c_gdatfile.cpp	977		MISSING
DM2_TRACK_UNDERLAY	SKULLWIN	SKULLWIN/c_gdatfile.cpp	997		MISSING
s_uww	SKULLWIN	SKULLWIN/c_gdatfile.cpp	999		MISSING
DM2_READ_GRAPHICS_STRUCTURE	SKULLWIN	SKULLWIN/c_gdatfile.cpp	1026		MISSING
DM2_EXTRACT_GDAT_IMAGE	SKULLWIN	SKULLWIN/c_gdatfile.cpp	1132		MISSING
DM2_LOAD_DYN4	SKULLWIN	SKULLWIN/c_gdatfile.cpp	1294		MISSING
DM2_LOAD_GDAT_INTERFACE_00_02	SKULLWIN	SKULLWIN/c_gdatfile.cpp	1922	src/dm2/dm2_v1_viewport_renderer.c:273	UNCERTAIN
DM2_LOAD_GDAT_INTERFACE_00_0A	SKULLWIN	SKULLWIN/c_gdatfile.cpp	2008		MISSING
DM2_3D93B	SKULLWIN	SKULLWIN/c_gdatfile.cpp	2108		MISSING
init	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	26	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
xlat	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	39		MISSING
blit_within_screen	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	48		MISSING
blitline_44_	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	59		MISSING
blitline_44_ma	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	105		MISSING
blitline_44_mi	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	167		MISSING
blitline_44_mima	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	218		MISSING
blitline_44	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	286		MISSING
blitline_48_	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	346		MISSING
blitline_48_ma	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	370		MISSING
blitline_48_mi	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	426		MISSING
blitline_48_mima	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	451		MISSING
blitline_48	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	495		MISSING
blitline_88_	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	554		MISSING
blitline_88_ma	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	564		MISSING
blitline_88_mi	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	579		MISSING
blitline_88_mima	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	589		MISSING
blitline_88	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	604		MISSING
blitline_88xlat_	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	661		MISSING
blitline_88xlat_ma	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	671		MISSING
blitline_88xlat_mi	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	686		MISSING
blitline_88xlat_mima	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	696		MISSING
blitline_88xlat	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	712		MISSING
blit	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	770	src/dm2/dm2_v1_inventory_panel.c:269	UNCERTAIN
fill_line_4	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	796		MISSING
fill_line_8	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	819		MISSING
fill_4	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	843		MISSING
fill_8	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	854		MISSING
fill	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	867	src/dm2/dm2_v2_hud_runtime.c:84	UNCERTAIN
calc_stretched_size	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	886	src/dm2/dm2_v1_viewport_renderer.c:151	UNCERTAIN
stretch16_sub1	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	899		MISSING
stretch16_sub2	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	934		MISSING
stretch16	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	963		MISSING
stretch256	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	1004		MISSING
_hlp	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	1021		MISSING
DM2_sub_blit_specialeffects	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	1078		MISSING
DM2_blit_specialeffects	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	1242	include/dm2_v1_viewport_renderer.h:33	UNCERTAIN
stretch_4to8	SKULLWIN	SKULLWIN/c_gfx_blit.cpp	1252		MISSING
getbmpheader	SKULLWIN	SKULLWIN/c_gfx_bmp.cpp	8		MISSING
init_bitmaps	SKULLWIN	SKULLWIN/c_gfx_bmp.cpp	15		MISSING
DM2_CALC_IMAGE_BYTE_LENGTH	SKULLWIN	SKULLWIN/c_gfx_bmp.cpp	20		MISSING
init	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	19	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
alloc	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	41	src/dm2/dm2_v22_inplace_draw_pc34.c:68	UNCERTAIN
func_44c8_1202	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	52		MISSING
spill_img3_pixels	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	63		MISSING
read_img3_nibble	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	87		MISSING
read_img3_duration	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	95		MISSING
transparent_img3_pixels	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	111		MISSING
decode_img3_underlay	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	134	src/dm2/dm2_v1_asset_loader.c:28	UNCERTAIN
decode_img3_overlay	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	276		MISSING
dec9_1sub	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	465		MISSING
dec9_1	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	547		MISSING
dec9_2	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	672		MISSING
dec9_3	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	708		MISSING
decode_img9	SKULLWIN	SKULLWIN/c_gfx_decode.cpp	744	src/dm2/dm2_v1_asset_loader.c:28	UNCERTAIN
init	SKULLWIN	SKULLWIN/c_gfx_main.cpp	19	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
DM2_INIT_BACKBUFF	SKULLWIN	SKULLWIN/c_gfx_main.cpp	37		MISSING
DM2_DRAW_GAMELOAD_DIALOGUE_TO_SCREEN	SKULLWIN	SKULLWIN/c_gfx_main.cpp	48		MISSING
DM2_gfxmain_3929_0914	SKULLWIN	SKULLWIN/c_gfx_main.cpp	79		MISSING
DM2_gfxmain_3929_0929	SKULLWIN	SKULLWIN/c_gfx_main.cpp	101		MISSING
DM2_gfxmain_0b36_0cbe	SKULLWIN	SKULLWIN/c_gfx_main.cpp	120		MISSING
DM2_FILL_BACKBUFF_RECT	SKULLWIN	SKULLWIN/c_gfx_main.cpp	153		MISSING
DM2_FILL_SCREEN_RECT	SKULLWIN	SKULLWIN/c_gfx_main.cpp	159		MISSING
DM2_FILL_FULLSCREEN	SKULLWIN	SKULLWIN/c_gfx_main.cpp	168		MISSING
DM2_FILL_ENTIRE_PICT	SKULLWIN	SKULLWIN/c_gfx_main.cpp	173		MISSING
DM2_FILL_HALFTONE_RECTV	SKULLWIN	SKULLWIN/c_gfx_main.cpp	192		MISSING
DM2_FILL_HALFTONE_RECTI	SKULLWIN	SKULLWIN/c_gfx_main.cpp	204		MISSING
DM2_FADE_SCREEN	SKULLWIN	SKULLWIN/c_gfx_main.cpp	212		MISSING
blit_toscreen	SKULLWIN	SKULLWIN/c_gfx_main.cpp	224		MISSING
_specialblit	SKULLWIN	SKULLWIN/c_gfx_main.cpp	254		MISSING
DM2_DRAWINGS_COMPLETED	SKULLWIN	SKULLWIN/c_gfx_main.cpp	273		MISSING
color_to_palettecolor	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	14		MISSING
ui8_to_palettecolor	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	15		MISSING
palettecolor_to_ui8	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	16		MISSING
palettecolor_to_pixel	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	17		MISSING
conv	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	19	src/dm2/dm2_v2_touch_runtime.c:110	UNCERTAIN
init	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	75	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
driver_setcolors	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	89		MISSING
DM2_CONVERT_DRIVERPALETTE	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	117		MISSING
DM2_SELECT_PALETTE_SET	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	146		MISSING
DM2_UPDATE_BLIT_PALETTE	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	175		MISSING
DM2_xlat_palette	SKULLWIN	SKULLWIN/c_gfx_pal.cpp	181		MISSING
ui8_to_pixel	SKULLWIN	SKULLWIN/c_gfx_pixel.cpp	8		MISSING
pixel_to_ui8	SKULLWIN	SKULLWIN/c_gfx_pixel.cpp	9		MISSING
build_pixels16	SKULLWIN	SKULLWIN/c_gfx_pixel.cpp	13		MISSING
build_pixels_masked16	SKULLWIN	SKULLWIN/c_gfx_pixel.cpp	20		MISSING
init	SKULLWIN	SKULLWIN/c_gfx_str.cpp	20	src/dm2/dm2_v2_touch_runtime.c:32	UNCERTAIN
DM2_QUERY_FONT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	39		MISSING
DM2_QUERY_STR_METRICS	SKULLWIN	SKULLWIN/c_gfx_str.cpp	64		MISSING
DM2_DRAW_STRING	SKULLWIN	SKULLWIN/c_gfx_str.cpp	81		MISSING
DM2_DRAW_STRONG_TEXT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	141		MISSING
DM2_DRAW_BUTTON_STR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	166		MISSING
DM2_DRAW_NAME_STR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	185		MISSING
DM2_DRAW_VP_STR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	203		MISSING
DM2_DRAW_GUIDED_STR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	208		MISSING
DM2_PRINT_SYSERR_TEXT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	247		MISSING
DM2_DRAW_VP_RC_STR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	252		MISSING
DM2_DRAW_LOCAL_TEXT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	263		MISSING
DM2_FORMAT_SKSTR	SKULLWIN	SKULLWIN/c_gfx_str.cpp	290		MISSING
DM2_QUERY_GDAT_TEXT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	566		MISSING
DM2_DRAW_TEXT_TO_BACKBUFF	SKULLWIN	SKULLWIN/c_gfx_str.cpp	590		MISSING
DM2_gfxstr_3929_04e2	SKULLWIN	SKULLWIN/c_gfx_str.cpp	636		MISSING
DM2_gfxstr_24a5_0732	SKULLWIN	SKULLWIN/c_gfx_str.cpp	717		MISSING
DM2_DISPLAY_HINT_TEXT	SKULLWIN	SKULLWIN/c_gfx_str.cpp	775		MISSING
DM2_SCROLLBOX_MESSAGE	SKULLWIN	SKULLWIN/c_gfx_str.cpp	846		MISSING
DM2_DRAW_ICON_PICT_BUFF	SKULLWIN	SKULLWIN/c_gui_draw.cpp	31		MISSING
DM2_DRAW_ICON_PICT_ENTRY	SKULLWIN	SKULLWIN/c_gui_draw.cpp	58		MISSING
DM2_DRAW_DIALOGUE_PROGRESS	SKULLWIN	SKULLWIN/c_gui_draw.cpp	79		MISSING
DM2_DRAW_DIALOGUE_PARTS_PICT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	97		MISSING
DM2_DRAW_DIALOGUE_PICT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	117		MISSING
DM2_DRAW_WAKE_UP_TEXT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	147		MISSING
DM2_DRAW_PLAYER_3STAT_HEALTH_BAR	SKULLWIN	SKULLWIN/c_gui_draw.cpp	167		MISSING
DM2_DRAW_CUR_MAX_HMS	SKULLWIN	SKULLWIN/c_gui_draw.cpp	238		MISSING
DM2_DRAW_PLAYER_3STAT_TEXT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	260		MISSING
DM2_DRAW_PLAYER_NAME_AT_CMDSLOT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	281		MISSING
DM2_DRAW_PLAYER_DAMAGE	SKULLWIN	SKULLWIN/c_gui_draw.cpp	289		MISSING
DM2_DRAW_CHIP_OF_MAGIC_MAP	SKULLWIN	SKULLWIN/c_gui_draw.cpp	311		MISSING
DM2_QUERY_GDAT_SQUAD_ICON	SKULLWIN	SKULLWIN/c_gui_draw.cpp	390		MISSING
DM2_DRAW_CRYOCELL_LEVER	SKULLWIN	SKULLWIN/c_gui_draw.cpp	414		MISSING
DM2_DRAW_CHARSHEET_OPTION_ICON	SKULLWIN	SKULLWIN/c_gui_draw.cpp	441		MISSING
DM2_MONEY_BOX_SURVEY	SKULLWIN	SKULLWIN/c_gui_draw.cpp	458		MISSING
DM2_DRAW_MONEYBOX	SKULLWIN	SKULLWIN/c_gui_draw.cpp	512		MISSING
DM2_guidraw_0b36_0c52	SKULLWIN	SKULLWIN/c_gui_draw.cpp	617		MISSING
DM2_DRAW_PLAYER_3STAT_PANE	SKULLWIN	SKULLWIN/c_gui_draw.cpp	642		MISSING
DM2_guidraw_29ee_00a3	SKULLWIN	SKULLWIN/c_gui_draw.cpp	683		MISSING
DM2_DRAW_CMD_SLOT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	693		MISSING
DM2_DRAW_SPELL_TO_BE_CAST	SKULLWIN	SKULLWIN/c_gui_draw.cpp	714		MISSING
DM2_DRAW_PLAYER_ATTACK_DIR	SKULLWIN	SKULLWIN/c_gui_draw.cpp	733		MISSING
DM2_DRAW_SPELL_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	805		MISSING
DM2_SHOW_ATTACK_RESULT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	864		MISSING
DM2_guidraw_0b36_105b	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1016		MISSING
DM2_DRAW_SQUAD_SPELL_AND_LEADER_ICON	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1030		MISSING
DM2_guidraw_24a5_0e82	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1126		MISSING
DM2_DRAW_FOOD_WATER_POISON_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1215		MISSING
DM2_DRAW_ITEM_STATS_BAR	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1232		MISSING
DM2_guidraw_2405_014a	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1307		MISSING
DM2_DRAW_ITEM_IN_HAND	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1516		MISSING
DM2_DRAW_CONTAINER_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1540		MISSING
DM2_guidraw_2405_011f	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1626		MISSING
DM2_guidraw_2405_00ec	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1638		MISSING
DM2_DRAW_ITEM_ICON	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1656		MISSING
DM2_DRAW_CONTAINER_SURVEY	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1795		MISSING
DM2_DRAW_EYE_MOUTH_COLORED_RECTANGLE	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1824		MISSING
DM2_guidraw_2e62_03b5	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1833		MISSING
DM2_DRAW_SCROLL_TEXT	SKULLWIN	SKULLWIN/c_gui_draw.cpp	1996		MISSING
DM2_DRAW_ITEM_SURVEY	SKULLWIN	SKULLWIN/c_gui_draw.cpp	2072		MISSING
DM2_DRAW_ITEM_ON_WOOD_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	2234		MISSING
DM2_DRAW_HAND_ACTION_ICONS	SKULLWIN	SKULLWIN/c_gui_draw.cpp	2341		MISSING
DM2_DRAW_MAP_CHIP	SKULLWIN	SKULLWIN/c_gui_draw.cpp	2412		MISSING
DM2_guidraw_29ee_1d03	SKULLWIN	SKULLWIN/c_gui_draw.cpp	3499		MISSING
DM2_guidraw_29ee_1946	SKULLWIN	SKULLWIN/c_gui_draw.cpp	3561		MISSING
DM2_DRAW_MAJIC_MAP	SKULLWIN	SKULLWIN/c_gui_draw.cpp	3928		MISSING
DM2_DISPLAY_HINT_NEW_LINE	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4138		MISSING
DM2_DISPLAY_TAKEN_ITEM_NAME	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4144		MISSING
DM2_HIGHLIGHT_ARROW_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4151		MISSING
DM2_DISPLAY_RIGHT_PANEL_SQUAD_HANDS	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4181		MISSING
DM2_24a5_1532	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4216		MISSING
DM2_2e62_061d	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4333		MISSING
DM2_REFRESH_PLAYER_STAT_DISP	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4359		MISSING
DM2_guidraw_29ee_000f	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4880		MISSING
DM2_guidraw_24a5_1798	SKULLWIN	SKULLWIN/c_gui_draw.cpp	4906		MISSING
DM2_29ee_0396	SKULLWIN	SKULLWIN/c_gui_draw.cpp	5034		MISSING
DM2_29ee_0b2b	SKULLWIN	SKULLWIN/c_gui_draw.cpp	5158		MISSING
DM2_UPDATE_RIGHT_PANEL	SKULLWIN	SKULLWIN/c_gui_draw.cpp	5182		MISSING
DM2_DRAW_MIRRORED_PIC	SKULLWIN	SKULLWIN/c_gui_vp.cpp	47		MISSING
DM2_SET_GRAPHICS_FLIP_FROM_POSITION	SKULLWIN	SKULLWIN/c_gui_vp.cpp	79		MISSING
DM2_guivp_098d_0cd7	SKULLWIN	SKULLWIN/c_gui_vp.cpp	150		MISSING
DM2_DRAW_PIT_ROOF	SKULLWIN	SKULLWIN/c_gui_vp.cpp	158		MISSING
DM2_DRAW_PIT_TILE	SKULLWIN	SKULLWIN/c_gui_vp.cpp	234		MISSING
DM2_ENVIRONMENT_DRAW_DISTANT_ELEMENT	SKULLWIN	SKULLWIN/c_gui_vp.cpp	296		MISSING
DM2_DRAW_STAIRS_FRONT	SKULLWIN	SKULLWIN/c_gui_vp.cpp	468		MISSING
DM2_DRAW_STAIRS_SIDE	SKULLWIN	SKULLWIN/c_gui_vp.cpp	532		MISSING
DM2_TRIM_BLIT_RECT	SKULLWIN	SKULLWIN/c_gui_vp.cpp	570		MISSING
DM2_DRAW_WALL	SKULLWIN	SKULLWIN/c_gui_vp.cpp	575	src/dm2/dm2_v1_viewport_renderer.c:3809	UNCERTAIN
DM2_guivp_32cb_00f1	SKULLWIN	SKULLWIN/c_gui_vp.cpp	723		MISSING
